cliente_id,mes,logins,usuarios_ativos,modulos_usados,tickets_suporte,acoes_realizadas
11,2024-01,16,1,1,0,99
11,2024-02,18,1,1,0,71
11,2024-03,24,1,1,0,91
11,2024-04,17,1,1,1,124
11,2024-05,24,1,1,2,78
11,2024-06,22,1,1,3,159
11,2024-07,18,1,1,0,80
11,2024-08,21,1,1,0,127
11,2024-09,29,1,1,2,163
11,2024-10,35,1,1,2,177
11,2024-11,27,1,1,0,175
11,2024-12,16,1,1,0,66
12,2024-01,22,1,1,1,138
12,2024-02,11,1,1,1,78
12,2024-03,31,1,1,2,223
12,2024-04,32,1,1,1,116
12,2024-05,44,1,1,1,350
12,2024-06,28,1,1,0,207
12,2024-07,27,1,1,2,201
12,2024-08,25,1,1,1,152
12,2024-09,22,1,1,0,105
12,2024-10,35,1,1,0,225
12,2024-11,35,1,1,3,181
12,2024-12,23,1,1,0,139
13,2024-01,111,7,1,0,682
13,2024-02,172,7,1,0,895
13,2024-03,132,10,1,1,616
13,2024-04,193,9,1,0,1321
13,2024-05,254,9,1,0,870
13,2024-06,144,9,1,1,541
13,2024-07,136,8,1,0,953
13,2024-08,156,7,1,0,1132
13,2024-09,174,9,1,0,530
13,2024-10,133,10,1,0,1051
13,2024-11,176,7,1,1,1092
13,2024-12,106,5,1,2,667
14,2024-01,30,1,1,1,135
14,2024-02,25,1,1,0,140
14,2024-03,61,2,1,0,349
14,2024-04,38,2,1,1,262
14,2024-05,40,1,1,0,186
14,2024-06,53,2,1,2,234
14,2024-07,27,1,1,1,183
14,2024-08,38,1,1,2,226
14,2024-09,53,2,1,2,188
14,2024-10,27,1,1,0,87
14,2024-11,46,1,1,1,242
14,2024-12,34,1,1,1,254
15,2024-11,56,2,1,0,387
15,2024-12,25,1,1,1,105
16,2024-01,5,1,1,0,32
16,2024-02,9,1,1,2,48
16,2024-03,12,1,1,1,67
16,2024-04,12,1,1,1,62
16,2024-05,13,1,1,2,48
16,2024-06,9,1,1,2,65
16,2024-07,10,1,1,1,67
16,2024-08,10,1,1,3,60
16,2024-09,10,1,1,0,37
16,2024-10,16,1,1,1,111
16,2024-11,12,1,1,2,89
16,2024-12,5,1,1,0,23
17,2024-01,14,1,1,3,96
17,2024-02,10,1,1,2,55
17,2024-03,22,1,1,1,101
17,2024-04,25,1,2,0,124
17,2024-05,16,1,2,1,99
17,2024-06,24,1,2,1,156
17,2024-07,17,1,1,0,67
17,2024-08,19,1,1,0,111
17,2024-09,25,1,2,0,192
17,2024-10,17,1,1,0,110
17,2024-11,17,1,2,1,85
17,2024-12,9,1,1,1,45
18,2024-09,11,1,2,1,48
18,2024-10,9,1,1,3,57
18,2024-11,5,1,1,0,22
18,2024-12,1,1,1,0,7
19,2024-11,43,1,1,0,238
19,2024-12,26,1,1,0,149
20,2024-09,29,1,1,0,167
20,2024-10,23,1,1,1,83
20,2024-11,38,1,1,1,262
20,2024-12,16,1,1,0,124
21,2024-01,11,1,1,2,67
21,2024-02,11,1,1,2,48
21,2024-03,22,1,2,1,89
21,2024-04,21,1,2,0,70
21,2024-05,22,1,2,1,175
21,2024-06,24,1,2,1,178
21,2024-07,17,1,1,2,111
21,2024-08,14,1,1,0,56
21,2024-09,15,1,2,0,114
21,2024-10,19,1,1,0,109
21,2024-11,25,1,2,0,184
21,2024-12,15,1,1,1,78
22,2024-02,9,1,1,0,58
22,2024-03,17,1,1,1,69
22,2024-04,17,1,1,0,58
22,2024-05,15,1,1,0,82
22,2024-06,18,1,1,2,72
22,2024-07,15,1,1,0,110
22,2024-08,11,1,1,0,69
22,2024-09,17,1,1,0,61
22,2024-10,12,1,1,0,67
22,2024-11,11,1,1,1,71
22,2024-12,4,1,1,0,30
23,2024-01,8,1,1,1,63
23,2024-02,8,1,1,0,54
23,2024-03,19,1,1,0,99
23,2024-04,16,1,1,0,50
23,2024-05,18,1,1,0,76
23,2024-06,27,1,1,0,145
23,2024-07,15,1,1,1,70
23,2024-08,16,1,1,0,75
23,2024-09,18,1,1,2,123
23,2024-10,18,1,1,0,61
23,2024-11,14,1,1,1,46
23,2024-12,11,1,1,0,67
24,2024-01,9,1,1,0,60
24,2024-02,9,1,1,0,44
24,2024-03,15,1,1,0,115
24,2024-04,17,1,1,0,59
24,2024-05,24,1,1,0,140
24,2024-06,9,1,1,0,47
24,2024-07,10,1,1,0,45
24,2024-08,4,1,1,0,18
24,2024-09,4,1,1,0,18
24,2024-10,1,1,1,0,3
24,2024-11,1,1,1,0,3
24,2024-12,0,1,1,0,0
25,2024-01,20,1,1,3,121
25,2024-02,25,1,1,2,80
25,2024-03,28,1,1,0,171
25,2024-04,34,1,1,0,227
25,2024-05,33,1,1,0,111
25,2024-06,27,1,1,0,160
25,2024-07,40,1,1,0,159
25,2024-08,32,1,1,1,150
25,2024-09,18,1,1,1,135
25,2024-10,22,1,1,2,78
25,2024-11,16,1,1,2,100
25,2024-12,8,1,1,1,59
26,2024-01,4,1,1,0,19
26,2024-02,5,1,1,0,16
26,2024-03,9,1,1,2,41
26,2024-04,8,1,1,1,62
26,2024-05,6,1,1,1,37
26,2024-06,7,1,1,0,38
26,2024-07,6,1,1,0,29
26,2024-08,5,1,1,0,21
26,2024-09,10,1,1,0,40
26,2024-10,8,1,1,0,59
26,2024-11,6,1,1,1,22
26,2024-12,5,1,1,0,26
27,2024-01,45,1,1,2,206
27,2024-02,37,1,1,1,177
27,2024-03,31,2,1,1,214
27,2024-04,46,2,1,0,184
27,2024-05,57,2,1,1,365
27,2024-06,40,2,1,2,270
27,2024-07,43,2,1,0,193
27,2024-08,46,2,1,1,231
27,2024-09,39,2,1,0,265
27,2024-10,45,2,1,1,241
27,2024-11,17,2,1,1,90
27,2024-12,27,1,1,2,175
28,2024-01,70,3,1,0,254
28,2024-02,62,3,1,1,291
28,2024-03,147,5,1,2,836
28,2024-04,77,4,1,3,290
28,2024-05,110,5,1,1,664
28,2024-06,122,7,1,0,692
28,2024-07,120,4,1,1,630
28,2024-08,66,5,1,0,380
28,2024-09,127,5,1,0,425
28,2024-10,121,5,1,1,405
28,2024-11,83,5,1,2,419
28,2024-12,74,2,1,0,247
29,2024-02,237,10,1,2,1273
29,2024-03,337,18,3,0,2164
29,2024-04,368,14,2,0,1838
29,2024-05,365,18,3,1,1934
29,2024-06,390,18,3,1,2059
29,2024-07,320,15,2,0,1940
29,2024-08,289,12,1,0,2167
29,2024-09,147,9,1,0,858
29,2024-10,158,6,1,1,690
29,2024-11,23,1,1,0,152
29,2024-12,22,1,1,0,175
30,2024-10,190,9,1,0,810
30,2024-11,193,9,1,1,1302
30,2024-12,103,6,1,0,314
31,2024-01,18,1,1,0,60
31,2024-02,16,1,1,0,113
31,2024-03,24,1,1,0,107
31,2024-04,31,1,1,2,197
31,2024-05,26,1,1,0,165
31,2024-06,21,1,1,2,130
31,2024-07,26,1,1,0,118
31,2024-08,23,1,1,0,157
31,2024-09,33,1,1,0,168
31,2024-10,32,1,1,1,131
31,2024-11,23,1,2,0,88
31,2024-12,15,1,1,0,59
32,2024-05,82,4,1,0,392
32,2024-06,75,3,1,0,397
32,2024-07,59,2,1,1,285
32,2024-08,60,2,1,0,359
32,2024-09,96,3,1,3,696
32,2024-10,59,3,1,3,382
32,2024-11,81,4,1,0,500
32,2024-12,49,2,1,0,229
33,2024-01,20,1,1,0,118
33,2024-02,29,1,1,2,131
33,2024-03,38,1,2,0,185
33,2024-04,35,1,2,0,266
33,2024-05,40,1,2,0,175
33,2024-06,32,1,2,2,199
33,2024-07,30,1,1,2,139
33,2024-08,24,1,2,3,151
33,2024-09,32,1,2,1,157
33,2024-10,30,1,2,1,100
33,2024-11,30,1,2,0,103
33,2024-12,24,1,1,0,81
34,2024-01,56,3,1,0,237
34,2024-02,94,3,1,0,649
34,2024-03,78,5,1,0,406
34,2024-04,80,5,1,1,557
34,2024-05,119,4,1,1,905
34,2024-06,124,4,1,0,659
34,2024-07,99,4,1,1,332
34,2024-08,99,3,1,0,390
34,2024-09,97,4,1,0,739
34,2024-10,93,6,1,0,577
34,2024-11,109,5,1,2,536
34,2024-12,62,3,1,0,469
35,2024-01,112,4,1,1,700
35,2024-02,100,5,1,0,706
35,2024-03,120,7,1,1,516
35,2024-04,130,7,1,1,1008
35,2024-05,161,5,1,1,1221
35,2024-06,122,7,1,0,481
35,2024-07,98,5,1,0,442
35,2024-08,123,6,1,0,558
35,2024-09,145,7,1,0,896
35,2024-10,132,6,1,1,1009
35,2024-11,125,6,1,1,375
35,2024-12,87,4,1,1,579
36,2024-09,18,1,1,0,63
36,2024-10,14,1,1,0,98
36,2024-11,9,1,1,0,68
36,2024-12,2,1,1,0,7
37,2024-01,40,1,1,0,121
37,2024-02,52,2,1,0,166
37,2024-03,72,3,2,0,562
37,2024-04,60,3,2,0,280
37,2024-05,66,3,2,0,317
37,2024-06,51,3,3,1,358
37,2024-07,53,2,2,0,380
37,2024-08,51,3,2,0,288
37,2024-09,74,3,2,1,475
37,2024-10,57,3,3,0,352
37,2024-11,77,3,3,2,604
37,2024-12,59,2,1,0,395
38,2024-01,23,1,2,3,167
38,2024-02,29,1,2,0,107
38,2024-03,42,1,4,0,152
38,2024-04,35,1,4,0,258
38,2024-05,36,1,3,1,151
38,2024-06,35,1,3,0,181
38,2024-07,31,1,2,2,232
38,2024-08,23,1,2,0,123
38,2024-09,27,1,2,1,178
38,2024-10,19,1,1,3,129
38,2024-11,14,1,1,0,93
38,2024-12,2,1,1,1,14
39,2024-01,44,1,1,0,338
39,2024-02,31,1,1,1,240
39,2024-03,61,2,2,1,441
39,2024-04,58,2,2,1,405
39,2024-05,75,2,2,0,426
39,2024-06,43,2,2,2,236
39,2024-07,36,2,2,0,227
39,2024-08,38,2,2,1,172
39,2024-09,32,2,3,2,172
39,2024-10,49,2,2,0,387
39,2024-11,42,2,2,2,296
39,2024-12,37,1,1,0,201
40,2024-01,10,1,1,3,57
40,2024-02,11,1,1,2,54
40,2024-03,15,1,1,0,109
40,2024-04,11,1,1,1,77
40,2024-05,11,1,1,0,40
40,2024-06,14,1,1,0,94
40,2024-07,7,1,1,2,41
40,2024-08,14,1,1,0,108
40,2024-09,15,1,1,0,118
40,2024-10,11,1,1,1,65
40,2024-11,9,1,1,0,37
40,2024-12,10,1,1,1,48
41,2024-01,240,13,3,2,1500
41,2024-02,269,11,2,0,918
41,2024-03,233,18,4,0,1366
41,2024-04,305,15,4,1,1191
41,2024-05,342,18,4,0,1196
41,2024-06,321,18,4,0,2267
41,2024-07,260,11,3,0,1835
41,2024-08,321,14,3,0,2108
41,2024-09,282,15,4,2,2111
41,2024-10,315,16,3,0,2205
41,2024-11,329,13,3,0,1912
41,2024-12,274,10,3,1,1320
42,2024-01,22,1,2,0,170
42,2024-02,15,1,2,1,88
42,2024-03,21,1,4,0,119
42,2024-04,35,1,3,0,137
42,2024-05,31,1,3,1,126
42,2024-06,24,1,3,0,102
42,2024-07,32,1,3,1,109
42,2024-08,25,1,3,1,141
42,2024-09,34,1,3,1,134
42,2024-10,29,1,3,1,147
42,2024-11,40,1,3,0,240
42,2024-12,24,1,2,1,79
43,2024-01,10,1,1,2,41
43,2024-02,11,1,1,0,38
43,2024-03,19,1,1,0,135
43,2024-04,20,1,1,1,115
43,2024-05,13,1,1,2,64
43,2024-06,18,1,1,0,107
43,2024-07,16,1,1,0,48
43,2024-08,8,1,1,0,39
43,2024-09,13,1,1,2,84
43,2024-10,9,1,1,0,71
43,2024-11,16,1,1,0,123
43,2024-12,13,1,1,2,100
44,2024-04,16,1,2,2,123
44,2024-05,12,1,3,1,65
44,2024-06,18,1,3,1,119
44,2024-07,7,1,2,3,52
44,2024-08,7,1,2,1,52
44,2024-09,13,1,3,2,54
44,2024-10,14,1,3,2,78
44,2024-11,13,1,3,1,96
44,2024-12,5,1,2,2,27
45,2024-01,13,1,1,0,98
45,2024-02,9,1,2,0,40
45,2024-03,22,1,3,0,89
45,2024-04,21,1,3,1,66
45,2024-05,16,1,3,0,97
45,2024-06,18,1,2,1,70
45,2024-07,13,1,2,0,44
45,2024-08,17,1,2,0,92
45,2024-09,23,1,2,0,103
45,2024-10,16,1,3,0,83
45,2024-11,24,1,3,0,115
45,2024-12,13,1,2,0,64
46,2024-01,44,2,2,1,278
46,2024-02,44,2,2,2,289
46,2024-03,55,3,3,0,418
46,2024-04,67,3,3,0,208
46,2024-05,51,3,3,0,325
46,2024-06,97,4,3,0,431
46,2024-07,60,2,3,0,225
46,2024-08,51,2,2,1,373
46,2024-09,80,3,4,0,522
46,2024-10,73,4,3,0,581
46,2024-11,69,3,3,0,220
46,2024-12,60,3,2,1,207
47,2024-01,5,1,1,0,23
47,2024-02,4,1,1,0,17
47,2024-03,6,1,1,0,19
47,2024-04,6,1,1,0,32
47,2024-05,4,1,1,3,19
47,2024-06,5,1,1,0,36
47,2024-07,8,1,1,0,55
47,2024-08,8,1,1,0,32
47,2024-09,7,1,1,0,25
47,2024-10,8,1,1,0,52
47,2024-11,9,1,1,0,59
47,2024-12,9,1,1,0,35
48,2024-06,35,1,3,2,275
48,2024-07,24,1,3,2,181
48,2024-08,20,1,3,3,110
48,2024-09,18,1,3,0,58
48,2024-10,31,1,3,1,154
48,2024-11,26,1,4,0,175
48,2024-12,14,1,2,0,54
49,2024-01,30,1,1,0,158
49,2024-02,31,2,1,0,202
49,2024-03,76,2,2,0,242
49,2024-04,63,3,2,0,438
49,2024-05,58,2,2,1,174
49,2024-06,72,2,2,0,469
49,2024-07,48,2,2,0,290
49,2024-08,39,2,1,1,277
49,2024-09,70,3,2,3,398
49,2024-10,68,3,2,0,457
49,2024-11,44,2,2,1,253
49,2024-12,39,1,1,0,274
50,2024-05,70,3,1,0,525
50,2024-06,60,3,1,1,236
50,2024-07,89,3,1,1,276
50,2024-08,103,3,1,0,622
50,2024-09,60,3,1,2,471
50,2024-10,93,4,1,1,559
50,2024-11,76,3,1,1,472
50,2024-12,48,2,1,0,294
51,2024-01,19,1,1,0,89
51,2024-02,17,1,1,0,88
51,2024-03,28,1,1,0,180
51,2024-04,25,1,1,0,112
51,2024-05,31,1,1,1,96
51,2024-06,28,1,1,0,207
51,2024-07,23,1,1,1,81
51,2024-08,20,1,1,0,155
51,2024-09,25,1,1,1,189
51,2024-10,36,1,1,0,215
51,2024-11,33,1,1,0,233
51,2024-12,15,1,1,0,114
52,2024-01,27,1,1,3,101
52,2024-02,30,1,1,2,207
52,2024-03,25,1,1,2,109
52,2024-04,38,2,1,0,174
52,2024-05,32,2,1,1,149
52,2024-06,44,2,1,0,241
52,2024-07,26,1,1,1,128
52,2024-08,20,1,1,0,129
52,2024-09,26,2,1,0,207
52,2024-10,35,1,1,2,115
52,2024-11,38,2,1,1,169
52,2024-12,18,1,1,3,75
53,2024-01,25,1,1,2,122
53,2024-02,15,1,1,2,94
53,2024-03,35,2,2,0,168
53,2024-04,26,1,2,1,97
53,2024-05,31,1,2,1,139
53,2024-06,38,1,2,1,168
53,2024-07,26,1,2,0,175
53,2024-08,29,1,2,1,185
53,2024-09,48,2,3,2,264
53,2024-10,35,1,2,2,196
53,2024-11,48,1,2,1,196
53,2024-12,18,1,1,2,127
54,2024-01,49,2,1,0,343
54,2024-02,62,2,1,0,372
54,2024-03,37,2,1,0,123
54,2024-04,59,3,1,0,365
54,2024-05,71,2,1,1,413
54,2024-06,70,2,1,2,212
54,2024-07,62,2,1,0,246
54,2024-08,51,3,1,3,332
54,2024-09,66,3,1,0,464
54,2024-10,63,3,1,1,457
54,2024-11,83,2,1,2,287
54,2024-12,51,2,1,1,349
55,2024-01,22,1,1,0,168
55,2024-02,16,1,1,0,116
55,2024-03,25,1,1,0,101
55,2024-04,26,1,1,1,142
55,2024-05,32,1,1,1,251
55,2024-06,27,1,1,0,207
55,2024-07,25,1,1,0,86
55,2024-08,33,1,1,0,177
55,2024-09,32,1,1,0,115
55,2024-10,27,1,1,1,196
55,2024-11,37,1,1,2,287
55,2024-12,16,1,1,0,118
56,2024-01,13,1,1,0,92
56,2024-02,15,1,1,0,74
56,2024-03,19,1,1,0,101
56,2024-04,32,2,1,0,213
56,2024-05,36,2,1,0,167
56,2024-06,44,1,1,1,236
56,2024-07,30,1,1,0,160
56,2024-08,27,1,1,0,162
56,2024-09,38,1,1,0,203
56,2024-10,17,1,1,1,73
56,2024-11,36,1,1,0,161
56,2024-12,27,1,1,1,116
57,2024-01,8,1,1,2,30
57,2024-02,15,1,1,1,57
57,2024-03,21,1,2,0,64
57,2024-04,18,1,1,1,109
57,2024-05,20,1,2,1,133
57,2024-06,27,1,1,0,197
57,2024-07,16,1,1,0,89
57,2024-08,16,1,1,1,58
57,2024-09,17,1,1,0,134
57,2024-10,15,1,1,0,71
57,2024-11,24,1,2,0,169
57,2024-12,9,1,1,2,58
58,2024-01,66,3,2,1,370
58,2024-02,63,2,2,1,244
58,2024-03,110,5,3,1,708
58,2024-04,104,4,3,2,757
58,2024-05,129,6,3,1,784
58,2024-06,87,4,3,2,304
58,2024-07,78,4,2,0,347
58,2024-08,66,4,2,1,323
58,2024-09,85,4,2,2,643
58,2024-10,105,5,3,1,318
58,2024-11,111,4,3,1,479
58,2024-12,58,4,2,0,435
59,2024-03,28,1,2,2,198
59,2024-04,34,1,3,3,143
59,2024-05,30,1,3,1,210
59,2024-06,36,1,3,3,139
59,2024-07,18,1,2,1,62
59,2024-08,16,1,2,1,110
59,2024-09,17,1,3,1,131
59,2024-10,32,1,3,1,190
59,2024-11,27,1,3,0,132
59,2024-12,18,1,2,1,86
60,2024-01,32,1,1,0,220
60,2024-02,23,1,1,0,176
60,2024-03,64,2,2,0,338
60,2024-04,44,1,2,2,152
60,2024-05,43,2,2,0,234
60,2024-06,44,1,2,0,283
60,2024-07,38,1,2,3,267
60,2024-08,37,1,2,0,215
60,2024-09,36,1,2,3,195
60,2024-10,47,2,2,2,358
60,2024-11,55,1,2,1,206
60,2024-12,39,1,1,0,159
61,2024-01,51,1,3,3,241
61,2024-02,32,1,3,1,178
61,2024-03,41,2,4,1,304
61,2024-04,49,2,4,1,223
61,2024-05,56,3,4,1,286
61,2024-06,67,3,4,1,344
61,2024-07,29,2,3,1,96
61,2024-08,57,1,3,0,338
61,2024-09,49,2,4,2,233
61,2024-10,44,2,3,1,210
61,2024-11,39,2,3,1,140
61,2024-12,22,1,2,1,153
62,2024-01,127,5,1,1,446
62,2024-02,102,5,1,2,344
62,2024-03,127,8,2,0,584
62,2024-04,113,8,1,2,576
62,2024-05,140,6,1,0,823
62,2024-06,207,8,2,2,1564
62,2024-07,127,6,1,0,949
62,2024-08,93,7,1,1,311
62,2024-09,142,8,1,0,961
62,2024-10,149,8,1,1,740
62,2024-11,76,8,2,2,274
62,2024-12,102,5,1,0,311
63,2024-01,121,6,1,0,478
63,2024-02,167,6,1,1,1280
63,2024-03,291,9,1,0,2251
63,2024-04,228,8,1,2,991
63,2024-05,179,8,1,0,1308
63,2024-06,162,12,1,1,847
63,2024-07,252,7,1,0,1589
63,2024-08,168,9,1,0,693
63,2024-09,193,8,1,1,1421
63,2024-10,204,11,1,0,1603
63,2024-11,193,7,1,2,760
63,2024-12,116,5,1,0,845
64,2024-01,20,1,1,1,151
64,2024-02,20,1,1,2,111
64,2024-03,37,1,1,0,167
64,2024-04,34,2,1,1,228
64,2024-05,29,2,1,0,182
64,2024-06,36,1,1,0,185
64,2024-07,28,1,1,0,91
64,2024-08,39,1,1,1,259
64,2024-09,16,1,1,0,90
64,2024-10,44,1,1,1,342
64,2024-11,43,1,1,0,143
64,2024-12,12,1,1,2,59
65,2024-04,33,2,1,0,228
65,2024-05,31,1,1,2,107
65,2024-06,24,1,1,0,180
65,2024-07,24,1,1,0,94
65,2024-08,22,1,1,0,118
65,2024-09,45,1,1,0,287
65,2024-10,43,1,2,1,233
65,2024-11,41,1,1,1,326
65,2024-12,28,1,1,0,97
66,2024-03,9,1,4,3,38
66,2024-04,10,1,3,0,65
66,2024-05,13,1,4,3,77
66,2024-06,8,1,3,0,63
66,2024-07,11,1,3,0,60
66,2024-08,9,1,3,3,43
66,2024-09,11,1,4,1,86
66,2024-10,14,1,4,1,109
66,2024-11,12,1,4,2,59
66,2024-12,7,1,2,0,39
67,2024-01,51,2,2,3,355
67,2024-02,30,2,1,0,159
67,2024-03,64,3,2,1,289
67,2024-04,65,3,2,0,286
67,2024-05,57,2,2,1,359
67,2024-06,59,2,2,0,430
67,2024-07,37,2,2,0,126
67,2024-08,59,2,2,0,349
67,2024-09,54,2,2,0,381
67,2024-10,55,3,3,0,236
67,2024-11,71,2,2,1,327
67,2024-12,35,2,1,0,201
68,2024-01,103,7,1,0,502
68,2024-02,121,8,1,1,552
68,2024-03,291,14,1,1,1484
68,2024-04,177,9,1,3,903
68,2024-05,341,13,1,0,1896
68,2024-06,132,11,1,0,894
68,2024-07,270,9,1,0,1900
68,2024-08,210,11,1,0,687
68,2024-09,250,13,1,0,1113
68,2024-10,215,11,1,2,1369
68,2024-11,272,10,1,0,1822
68,2024-12,160,7,1,1,720
69,2024-01,991,32,2,1,3541
69,2024-02,647,32,1,0,2601
69,2024-03,1113,61,2,0,4016
69,2024-04,990,63,3,2,5676
69,2024-05,1131,61,3,1,5837
69,2024-06,1178,48,3,1,4539
69,2024-07,595,49,2,1,2647
69,2024-08,660,48,2,1,4183
69,2024-09,1224,57,2,1,6271
69,2024-10,1034,49,2,0,4667
69,2024-11,1071,64,3,0,8070
69,2024-12,810,39,2,0,6406
70,2024-07,253,13,2,0,1652
70,2024-08,211,11,2,1,1004
70,2024-09,248,13,3,2,1089
70,2024-10,308,13,3,3,1917
70,2024-11,223,13,3,1,1703
70,2024-12,218,10,2,0,1695
71,2024-01,4,1,1,0,25
71,2024-02,9,1,1,0,61
71,2024-03,14,1,3,2,92
71,2024-04,12,1,3,0,51
71,2024-05,13,1,2,0,80
71,2024-06,15,1,2,1,54
71,2024-07,12,1,2,0,65
71,2024-08,6,1,2,2,31
71,2024-09,8,1,2,0,62
71,2024-10,6,1,1,0,41
71,2024-11,6,1,1,0,46
71,2024-12,2,1,1,0,14
72,2024-01,158,10,1,2,820
72,2024-02,205,11,2,0,1145
72,2024-03,228,13,2,1,709
72,2024-04,266,13,3,0,1274
72,2024-05,220,13,2,0,925
72,2024-06,235,15,2,1,1346
72,2024-07,175,13,2,3,1386
72,2024-08,193,12,2,1,772
72,2024-09,371,12,2,1,1724
72,2024-10,243,17,2,0,1707
72,2024-11,444,15,3,1,2099
72,2024-12,188,8,1,3,1398
73,2024-01,8,1,1,1,33
73,2024-02,7,1,1,2,28
73,2024-03,17,1,2,0,102
73,2024-04,12,1,1,1,59
73,2024-05,14,1,2,1,50
73,2024-06,19,1,2,0,89
73,2024-07,11,1,1,0,33
73,2024-08,14,1,1,2,79
73,2024-09,11,1,2,0,36
73,2024-10,12,1,1,0,72
73,2024-11,20,1,2,0,125
73,2024-12,8,1,1,0,52
74,2024-01,18,1,2,0,87
74,2024-02,14,1,1,2,64
74,2024-03,16,1,2,0,124
74,2024-04,21,1,3,1,117
74,2024-05,21,1,2,1,145
74,2024-06,19,1,2,1,147
74,2024-07,10,1,2,0,59
74,2024-08,13,1,2,0,94
74,2024-09,17,1,2,0,70
74,2024-10,18,1,2,1,56
74,2024-11,22,1,3,1,102
74,2024-12,14,1,2,0,43
75,2024-01,17,1,1,3,114
75,2024-02,27,1,1,3,119
75,2024-03,42,1,1,1,287
75,2024-04,37,2,1,2,155
75,2024-05,45,1,1,0,359
75,2024-06,43,1,1,0,187
75,2024-07,32,1,1,1,219
75,2024-08,29,1,1,1,208
75,2024-09,24,1,1,0,76
75,2024-10,37,1,1,0,218
75,2024-11,34,1,1,2,176
75,2024-12,23,1,1,1,95
76,2024-03,15,1,1,1,58
76,2024-04,15,1,1,1,62
76,2024-05,25,1,2,0,180
76,2024-06,20,1,1,0,70
76,2024-07,18,1,1,0,72
76,2024-08,16,1,1,1,53
76,2024-09,19,1,1,1,91
76,2024-10,24,1,2,3,107
76,2024-11,16,1,1,0,95
76,2024-12,11,1,1,0,73
77,2024-01,1142,74,1,1,7177
77,2024-02,995,60,1,3,7754
77,2024-03,1819,97,2,1,12132
77,2024-04,1884,76,2,1,11370
77,2024-05,1664,92,1,0,9778
77,2024-06,2396,89,2,2,9954
77,2024-07,1226,69,1,1,6405
77,2024-08,1438,88,1,0,8343
77,2024-09,1519,78,1,0,10528
